text,label
This is is how rubbermen would hunt in ancient times,low_effort
" was thinking goku's dragonthrow, since oda was inspired by dragonball and all",low_effort
"Kaido is SAD, cause luffy had the SMILE.",low_effort
"For me it was a SpongeBob ""please have mercy"" moment, when Patrick fakes his ass getting kicked by SpongeBob",mid_effort
The way he inflated his arms in a couple of panels definitely made me think Popeye when I saw it.,mid_effort
Kaido to get a powerup gets drunk. Luffy to get a powerup gets baked... It's a battle of vices atop a head that's sooo high it flies.,mid_effort
Well luffy solos goku and most of db verse except beerus hakai and other hax but in power he can just bend kamehameha. Danm he solos most of fiction now. Only guys like bugs bunny stand a chance now,high_effort
"Powerscalers got nothing to cry about.
Not like Luffy can't get a super power up after what we got out of Zoro and Sanji during the raid, right?",high_effort
"There's insane powerscalers who cries about hax, when Apoo managed to hurt Zoro that one time, and only accepts it as legitimate feats when it involves punching/sword slashing very hard, moving very fast/teleporting, and energy blast.
Toon force powerscalers and others who do it for the science and not to defend Goku blindly won't complain usually. I should have specified.",high_effort
"I mean, not really? Oda pretty well explained the powerset in the chapter, if you pay close attention he showed examples of what he can do with each thing he did.
He actually is giving us pretty solid feats so far, the only outliers are things like if his eyes bugging out his head are literal or not.",high_effort
"The moment I saw Kaido's eyes leave a trail of eyeballs when Luffy (holy shit it's still Luffy boys) grabbed him was when I knew we were in for some goofy shit. And I loved every panel of it, spoil-free too, thanks mods.
Edit: Kaido even has one of those typical cartoon head bumps after Luffy throws him around",high_effort
imagine being the first guy to get clapped by joyboy in 800 years,low_effort
Kaido will see it as an honour. The best way to go.,low_effort
"Dude get's everything he ever wanted, literally awoke a new god",low_effort
"I like this because so many people were saying Luffy has to kill Kaido because there is no way he will stop if he's still alive.
But awakening a god and having that epic battle that puts him in the legendary pirate tier is what he wanted this whole time.
It might also be a little cathartic to see Joyboy after wanting to be him.",high_effort
"Totally agree man, and this power is just so fitting for Luffy/the vibe of the entire manga from its inception. I'm a massive fan of this in every way.",mid_effort
"It works so well with Katakuri as well. These yonko level fights have had Luffy fighting his opponent emotionally as well as physical.
It's not just beat up the bad guy that does bad things anymore.",high_effort
This transformation is the apogee of the Nika lore that was set up all the way back from Skypiea. It's cathartic.,mid_effort
Katakuri thinking Back to when He told Luffy the gum gum fruit was Like the Mochi fruit but worse oof,mid_effort
"Reviewed all his goofy move set and yes, this does amplifies Luffy’s goofy attacks.
Some people have been arguing that this seems to be a retcon of the fruit. I agree to the extent that it does appear to “retcon” the name of the fruit since our hint (correct me pls) is only around 1000+ BUT, outside of that, it stays consistent with Luffy! It is such a ridiculous power-up that only Luffy can harness it due to his creativity (e.g., his corkscrew attacks, ballooning, UFO kick, fire hydrant attack on Croco-boy, etc.)
Also, I don’t think that this is a straight “chosen one” trope because the fruit can be juxtaposed to Zoro’s Enma — they have wills of their own yet, ultimately, it depends upon the user to bring out its potential. Zoro was able to tame Enma, Luffy was able to do the same with Nika. It is still Luffy who’s in charge of wielding the fruit’s will, and not the other way around.",high_effort
"I got flashbacks when kid Luffy was 'training' with Ace and Sabo and Luffy was doing some ridiculous move and they were like *facepalm* ""how's that gonna help you in battle?"" and Luffy was like ""shishishi you'll see!""
So who's laughing now huh (definitely not you, Ace cuz you're dead). This has always been who Luffy was and still is",high_effort
"It’s a retcon in that we didn’t get any inkling that Luffy’s fruit was different than a paramecia until what, The Who’s Who fight?
And every zoan that we’ve seen has followed the rules of a “human” form, full animal form, and hybrid. Or at the very least hasn’t broken it. Chopper is a potential issue but he has drugs to explain that away.
So what form has Luffy been in for the entire series? Is it hybrid? Are his gears hybrid? Or is this the one zoan we know of that doesn’t follow that paradigm?
I am extremely interested to see what comes of this, but I wish there was a way to see this coming before it happened.",high_effort
I think Hyogoro first mentioned gear 4th form of luffy look like that of sun god around chapter 990,mid_effort
"He said it looked like a statue of “The Wisdom King” which IRL is supposed to be a Guardian of Buddha. Another name for it is also “Bright King”, so can’t say if Oda drawing a direct parallel to Sun God Nika. Like Joyboy is Buddha, and Luffy is his Guardian.",high_effort
"I don't think this is a retcon so much as it is a renaissance of sorts. We are going back to Toon Force Luffy, back when he had shits such as Gomu no Tate and all that shit. This is what Luffy has always been, just on a larger scale.",high_effort
"This literally explains the majority of luffy's moveset.
Literally all his gears and their respective attack don't make sense on their own(even gear 2nd and 3rd) and all of us assume it was creative license and excused it.
Now we know that luffy literally has the power to manipulate his body in any way that he imagines and has now just unlocked it.",high_effort
It definitely feels like it was planned this way from the very beginning,low_effort
"So many people were worried if he actually was joyboy that it would somehow cheapen something. I disagree strongly and this chapter was fantastic.
This has always been a tale about destiny, and I trust Oda to do it right. I was smiling like a damn fool this whole chapter.",high_effort
"This. I’m so happy right now I can hardly contain it. Luffy’s smile has been a symbol of the series for many of us since the start, bringing joy to us on a weekly, if not daily basis. Incorporating the fruit with laughter and a constant foolhardy smile, it’s just perfect. Not to mention the awakening of the rubber. This is all we could have ever hoped for, and it’s so goofy it perfectly encapsulates the general atmosphere of the series from the start. Even Doflamingo laughed at Gear 4, now Luffy can’t even help but laugh at himself! Completely overcome with joy, this chapter was a blessing.",high_effort
"The power of imagination is probably funniest and simplest way to break down One Piece. Maybe 50/50 with the power of friendship lol.
I loved it though, the sound effects, cartoony eyes and bending the world around him to it. Between that and Hiyori it was phenomenal.",high_effort
"You don't think it looks a little looney toonish? Idk, I have mixed feelings.",low_effort
"Honestly, that's what I like most about it. It's not badass or threatening looking. It's just silly. I love it.",mid_effort
"I’m not saying I’m against it, honestly this powerup is so in-line with luffy I’m completely fine with it",mid_effort
"The ending of the Katakuri fight was badass af but I remember the part where Luffy ate mochi mixed with Mirror World that he got buried with then getting fat then doing cardio so he'll get skinny again lmao
And his hand getting cartoonishly swollen when Katakuri's big haki fist meets his punches",high_effort
It’s okay. I was taken aback as well by the frequency of the eye-popping art too since the last chapter had a serious tone. Let’s see how this plays out in the next chapter.,high_effort
Luffy paid 1000 life points to activate Toon World!,low_effort
Don't worry Marco is still in the field which activate his ability to gain 500 life points for each card in kaido hand,mid_effort
"And with that, Luffy is complete as the ultimate embodiment of freedom. Congratulations to everyone who made it to this point, to witness this historic moment.",high_effort
"Gear 4th was his limit, or wall as some would call it. For Gear 5, he is literally and figuratively breaking the fourth wall",mid_effort
I'm 100% down and enjoyed the comedy it brought the chapter,low_effort
And supposedly the next chapter is the finale of the fight. For everyone asking me where i found this look at the last panel of the chapter.,mid_effort
Yes not only luffy but oda also expressing his freedom to draw whatever he wanted,mid_effort
"This is what I was getting at, he could have devised gear 5 or the developments behind the reveal itself a bit later into the story.
But the idea of running your imagination wild with this potential toonforce stuff is something which Oda would have always longed to incorporate in his story probably since the manga's inception itself.
Only sky is the limit when you consider Luffy's fight dynamic potential with his future opponents and it'll just embody all the siliness Oda was all about and loved himself but just a 100 notches higher with Luffy's newfound powers now.",high_effort
My understanding is Luffy based form(before Awakening) are just a body of a Zoan with rubber properties. But because it's human2 form Luffy n all the people just assumed that he's gomu2 fruit + maybe added toughness because he's a zoan,high_effort
So that’s what he meant by I hope I can draw it well. He was talking about the cartoon style,mid_effort
